rt_bin,precursor_mz,rt_seconds,log10_ms1_height,ms1_n_peaks,ms2_n_peaks,ms2_log10_total_intensity,ms2_log10_max_intensity,ms2_frac_top3,n_samples_detected,log10_mean_detected_intensity,log10_max_detected_intensity,confidence_exact
104,177.16241,624.05,4.030600,2,50,5.755725,4.769895,0.262291,11,2.595370,2.860036,0.078
104,237.182,624.05,5.401573,4,49,5.751922,4.769895,0.264598,11,3.781979,4.180421,0.614
104,678.35651,624.05,4.862251,6,15,4.820241,4.178224,0.478488,5,2.903269,3.556979,0.466
104,481.36009,624.05,3.968436,2,6,4.576540,4.285531,0.794863,6,2.150568,2.771202,0.079
104,327.13333,624.07,3.880814,2,19,5.163359,4.751145,0.665726,4,2.294033,2.884605,0.141
104,455.2334,624.07,4.103462,7,10,4.433225,3.761808,0.515683,4,2.327728,2.916885,0.127
104,219.1715,624.10,5.451326,9,50,5.758863,4.769895,0.260403,10,3.932876,4.245614,0.248
104,351.26048,624.13,5.662191,8,11,5.732853,5.433517,0.916699,12,4.022439,4.481952,0.040
104,191.17761,624.15,3.732635,3,38,5.697850,4.769895,0.299681,11,2.134709,2.453328,0.057
104,273.25455,624.28,5.413467,10,48,5.750363,4.843634,0.279182,12,3.174279,4.187085,0.042
104,631.38439,624.35,4.757700,6,25,5.447908,4.754178,0.547908,5,2.940021,3.632657,0.026
104,301.22565,624.40,4.635986,4,19,5.001023,4.379800,0.484586,9,2.763894,3.707897,0.010
104,600.38374,624.44,4.396374,2,65,5.757440,4.660552,0.226975,11,2.674661,3.156027,0.209
104,159.11542,624.50,4.433770,12,50,5.768522,4.843634,0.267749,12,2.972577,3.332692,0.338
104,205.19281,624.53,4.069298,2,33,5.521022,4.652071,0.321905,11,2.787147,3.069854,0.056
104,700.43463,624.53,3.949536,6,38,6.672999,6.393825,0.815615,11,2.342872,2.892634,0.036
104,230.13711,624.58,4.493597,7736,16,5.251825,4.657704,0.579273,6,3.259142,3.743678,0.274
104,203.17644,624.58,4.949048,3,47,5.517559,4.787823,0.380058,7,3.688861,4.154175,0.084
104,605.33714,624.58,3.798789,4,17,4.796873,3.851287,0.332211,5,2.214182,2.621635,0.207
104,598.3696,624.58,3.882525,4,58,5.715887,4.660552,0.238289,4,2.292086,2.683025,0.113
104,680.47145,624.60,4.571942,6,58,5.682021,4.652071,0.224187,4,3.113146,3.714863,0.114
104,653.3646,624.62,4.481872,4,24,5.355226,4.754178,0.440538,2,3.113585,3.392564,0.128
104,323.26631,624.73,3.930185,5,25,4.888362,3.874176,0.265362,7,2.071462,2.602582,0.039
104,522.37299,624.82,3.930542,6,35,5.501514,4.815031,0.340574,9,2.363944,2.802485,0.101
104,285.21911,624.82,3.703119,3,38,5.581545,4.789623,0.300150,11,2.060830,2.559985,0.323
104,413.29673,624.82,4.666892,4,38,5.503332,4.492401,0.253238,11,3.257289,3.623845,0.076
104,585.37293,624.84,3.950754,6,37,5.852477,5.501503,0.711257,12,1.687423,2.602456,0.053
104,637.36963,624.85,3.892429,2,10,4.739101,4.220471,0.716319,10,1.874097,2.496610,0.100
104,443.39999,624.90,3.729974,10,11,4.970445,4.516753,0.616229,12,2.321267,2.721238,0.111
104,423.35525,624.90,4.003029,4,17,5.327134,4.679405,0.498020,10,2.184022,2.911775,0.024
104,425.26764,624.93,5.107549,4,20,5.231407,4.815031,0.576449,6,3.429413,3.755427,0.030
104,589.40494,625.06,3.865163,4,16,5.182809,4.477250,0.541964,10,2.328874,2.585805,0.144
104,780.54396,625.11,4.699057,7662,23,5.375986,4.815031,0.434935,3,3.155498,3.442249,0.021
104,365.24272,625.11,4.647481,4,31,5.384746,4.561057,0.322895,11,2.785203,3.340845,0.102
104,467.4237,625.14,3.804821,3,32,5.268189,4.653819,0.484014,2,2.911536,3.155788,0.068
104,649.3284,625.15,4.176670,3,9,4.740307,4.220471,0.645041,2,2.644979,2.945268,0.096
104,425.27241,625.22,4.591955,5,13,4.975479,4.767464,0.808550,5,3.134266,3.255068,0.123
104,408.32024,625.31,4.952260,11,10,5.711111,5.433517,0.963761,12,3.181936,3.692743,0.079
104,208.17624,625.67,3.906443,3400,6,4.197319,3.700953,0.661068,8,2.195722,2.647831,0.056
104,281.16192,625.36,4.142389,4,19,5.173363,4.751145,0.568820,4,2.602277,3.114166,0.091
104,433.32473,625.38,3.723948,2,6,4.193972,3.610849,0.581159,10,1.876275,2.410495,0.461
104,566.27756,625.40,3.741624,6,3,3.770992,3.488454,1.000000,3,2.051562,2.527115,0.174
104,536.38603,625.48,3.702603,9,14,4.616316,3.964359,0.447479,10,1.928523,2.480899,0.050
104,355.29342,625.64,4.008174,9,22,6.081400,5.763779,0.742407,4,2.269705,2.710404,0.021
104,383.3155,625.64,3.859918,7,13,4.891289,4.657704,0.716214,2,2.201681,2.425259,0.083
104,299.17362,625.91,4.648262,3,16,5.126871,4.751145,0.633092,8,2.785418,3.557150,0.015
104,718.46486,625.95,4.033424,3,22,5.929835,5.703102,0.843170,13,2.215161,2.832106,0.049
104,552.38835,626.11,4.434569,11,62,6.944591,6.619290,0.760215,15,3.044989,3.431926,0.034
104,271.25105,626.15,4.537945,5,16,4.882489,4.506656,0.574396,10,2.759535,3.461766,0.016
104,531.35744,626.17,3.821579,2,27,5.359985,4.754178,0.490065,11,2.113756,2.626618,0.064
104,723.4159,626.17,3.735439,4,16,5.029228,4.597563,0.631837,9,1.897734,2.348008,0.184
104,315.16868,626.43,4.105510,4,51,5.786710,5.234701,0.485520,6,2.149513,2.910432,0.029
104,599.37449,626.43,3.736317,5,55,6.937385,6.619290,0.772933,6,2.202791,2.407490,0.007
104,510.37076,626.51,4.528531,12,57,6.817678,6.511464,0.775117,11,3.216070,3.619784,0.064
104,289.26199,626.52,4.034628,3,103,6.041628,4.950575,0.175003,9,2.381477,2.985454,0.017
104,425.21135,626.66,4.094122,6,6,4.474136,4.125663,0.835098,6,2.547331,3.198601,0.171
104,593.16622,626.69,3.940467,3,91,7.159919,6.767961,0.702906,3,2.306840,2.653766,0.011
104,445.28475,626.70,3.825296,2,11,4.905262,4.294232,0.558002,5,2.236210,2.816778,0.017
104,593.17182,626.70,3.771734,4,61,6.943655,6.619290,0.761854,5,2.023679,2.399002,0.023
104,311.13641,626.72,4.575303,2,21,5.285808,4.751145,0.532181,6,2.757015,3.528194,0.049
104,662.40802,626.72,4.303196,4,24,5.343161,4.869971,0.566941,3,2.455801,2.924693,0.336
104,630.38627,626.73,4.128076,2,54,5.610463,4.869971,0.306362,2,2.532385,2.823789,0.040
104,640.31044,626.73,3.841485,6,19,5.085754,4.289161,0.411973,2,2.324870,2.621827,0.121
104,593.26761,626.75,6.877083,10,99,7.160664,6.767961,0.701701,11,5.507957,5.797511,0.045
104,593.51517,626.75,5.681964,5,101,7.161744,6.767961,0.699959,11,4.105239,4.502190,0.018
104,593.63997,626.75,5.154424,4,102,7.161866,6.767961,0.699762,11,3.083256,3.841451,0.013
104,593.39273,626.70,4.300595,6626,99,7.161460,6.767961,0.700416,11,2.282500,2.895683,0.031
104,615.25046,626.91,4.964071,11,103,7.161912,6.767961,0.699688,13,3.174369,3.746351,0.128
104,676.37124,627.08,4.815179,3,97,6.001420,4.950575,0.221525,5,3.096700,3.757695,0.010
104,669.3569,627.09,4.024075,2,35,5.605245,4.950575,0.482067,3,2.316818,2.785607,0.115
104,801.46561,627.13,5.118595,5,57,5.784518,5.234701,0.454414,7,3.213810,3.864505,0.008
104,375.26259,627.21,4.360972,4,20,5.266700,4.597345,0.559617,9,2.676733,3.141117,0.037
104,720.39658,627.25,4.267875,4,61,5.745853,4.869971,0.330917,8,2.131746,3.011778,0.016
104,646.39671,627.26,5.017451,3,99,6.006887,4.950575,0.218754,8,2.981768,3.834658,0.024
104,251.20914,627.26,3.863620,4,19,5.196714,4.653819,0.570601,6,2.158824,2.499816,0.026
104,392.1965,627.26,4.788098,5,58,5.652223,4.869971,0.278276,4,3.014082,3.615258,0.091
104,806.42294,627.26,4.471878,4,21,5.275390,4.597345,0.548530,7,2.486117,3.197770,0.107
104,353.27965,627.25,4.225051,3765,40,5.715484,5.234701,0.572050,10,2.548756,2.948018,0.018
104,235.16665,627.44,4.119915,5,59,5.679150,4.652071,0.225674,10,2.987872,3.282736,0.037
104,373.2831,627.48,4.222976,2,46,5.718832,5.234701,0.528614,11,2.553146,3.033909,0.024
104,784.44228,627.48,4.042576,3,21,5.275390,4.597345,0.548530,6,2.072439,2.760389,0.245
104,740.6977,627.52,5.044540,5,47,5.350108,4.653819,0.400810,2,3.961892,4.151100,0.031
104,351.29958,627.66,4.731669,6,38,5.816391,5.234701,0.488072,11,2.881392,3.411637,0.067
104,495.41065,627.78,3.718834,16,71,5.950845,5.234701,0.358121,5,1.667808,2.338233,0.029
104,647.31793,627.78,4.054230,3,142,6.147904,4.950575,0.160891,4,2.090542,2.682070,0.079
104,582.38184,627.83,3.716754,3,5,4.608347,4.467529,0.910912,7,2.272606,2.508783,0.206
104,297.15809,627.86,5.333044,2,71,5.995111,5.234701,0.338835,6,3.501688,4.248532,0.332
104,611.35374,627.92,4.807467,6,104,6.002061,4.892349,0.171884,8,2.669097,3.548551,0.062
104,584.41267,627.94,4.171434,9,9,5.039214,4.625773,0.798349,12,2.537043,3.006156,0.093
104,323.10225,627.94,3.912753,4,46,5.607986,4.769979,0.360400,9,2.133493,3.042607,0.008
104,299.20861,628.05,4.295347,4,99,5.967736,4.950575,0.215615,5,2.639285,3.292273,0.038
104,586.35486,628.11,4.838534,5,91,5.910147,4.769979,0.199539,4,2.972366,3.556844,0.046
104,623.2773,628.14,4.960090,7,77,5.743290,4.652071,0.194689,11,3.302395,3.977348,0.117
104,590.43434,628.15,3.783832,4,2,3.516815,3.233623,1.000000,4,2.431264,2.603116,0.064
104,642.35345,628.29,4.376029,3,52,5.727237,4.716444,0.253981,4,2.516527,3.117448,0.044
104,383.32259,628.30,3.834611,2,7,4.290511,3.874480,0.759484,6,2.102205,2.599253,0.272
104,551.31411,628.31,4.350442,5,78,5.843423,4.769979,0.217709,6,2.299318,3.074290,0.015
104,323.13908,628.32,3.844166,4,8,4.614296,4.125663,0.695712,10,2.269415,3.049740,0.259
104,625.33603,628.58,5.498173,6,30,5.508177,4.682092,0.403320,7,3.881020,4.722641,0.130
104,217.15649,628.62,3.914555,3,54,5.784810,5.056427,0.269417,13,2.522939,2.998354,0.066
104,481.35918,628.62,4.180126,7,19,4.955295,4.356132,0.488241,8,2.494483,3.099311,0.047
104,415.24237,628.68,3.899109,4,15,5.084085,4.261667,0.383127,11,2.244518,3.043626,0.059
104,680.63937,628.70,4.016616,6,39,5.315089,4.653819,0.434468,6,2.965946,3.228036,0.009
104,511.29181,628.83,3.924279,7,33,5.427846,4.611459,0.300772,7,1.775863,2.603018,0.433
104,529.30912,628.84,4.754501,8,61,5.734153,4.716444,0.224509,4,2.930251,3.530076,0.148
104,313.15286,628.85,4.824776,2,50,5.605090,4.869971,0.388568,4,3.452996,3.809785,0.139
104,609.32085,628.85,4.356026,3,16,4.873614,4.188711,0.497741,2,2.614531,2.914610,0.070
104,785.44547,628.85,4.161068,6,14,4.780404,4.153401,0.509992,5,2.612165,3.156627,0.032
104,459.34013,629.11,3.978774,5,13,4.812780,4.302446,0.603644,11,2.296769,2.832543,0.048
104,485.35223,629.14,3.765966,13,8,4.769957,4.364666,0.733677,8,2.004898,2.529747,0.012
104,422.3208,629.20,4.951386,10,14,5.113150,4.796313,0.725342,11,3.592022,4.064316,0.024
104,331.20177,629.23,3.724522,3,93,6.001806,4.950575,0.221328,7,2.105295,2.905310,0.020
104,537.31076,629.26,4.498862,3,17,4.926095,4.220471,0.465706,6,2.581968,3.340361,0.212
104,685.43593,629.34,3.885192,7,13,4.600639,3.970071,0.508579,4,2.099275,2.688433,0.048
104,553.31008,629.35,3.732394,9,37,5.121577,4.036266,0.227001,8,1.832643,2.378653,0.046
104,381.31139,629.50,3.958564,4,15,4.978347,4.413548,0.588662,10,2.473945,2.783240,0.410
104,647.2791,629.52,4.593397,5,20,4.962809,4.302446,0.427319,6,2.816451,3.515786,0.211
104,369.27623,629.70,4.009876,5,9,4.968773,4.413548,0.617048,12,2.524831,2.804472,0.109
104,243.09949,629.77,3.905742,2,23,5.030210,4.474525,0.519025,10,2.841053,3.252819,0.362
104,529.34139,629.87,3.703893,4,10,4.277985,3.495965,0.464748,3,2.138526,2.562040,0.977
104,829.49668,629.87,4.098644,4,9,4.856897,4.510955,0.751883,12,2.723870,3.095714,0.153
104,651.35022,629.90,3.954194,2,93,5.995117,4.950575,0.224764,6,2.289638,2.901670,0.059
104,643.35218,629.91,4.983897,4,10,5.309993,5.047674,0.851710,2,3.364378,3.664447,0.142
104,824.54116,629.92,4.060698,6,8,4.973520,4.510955,0.737907,11,2.772075,3.020991,0.068
105,492.39866,630.02,4.612148,9,13,5.066745,4.470781,0.602878,11,2.907874,3.600431,0.069
105,479.29363,630.04,3.797960,3,34,5.441685,4.611459,0.291339,3,2.290772,2.501037,0.046
105,780.4913,630.04,3.873321,7,12,4.678145,4.153401,0.575889,3,2.456836,2.894526,0.017
105,233.22406,630.16,4.429106,6,10,4.934890,4.413548,0.650613,11,2.952980,3.235850,0.057
105,203.17667,630.19,5.542203,5,25,5.385597,4.965981,0.515075,10,4.125851,4.557305,0.078
105,399.31977,630.27,4.034227,3,22,5.315839,4.541301,0.421451,12,2.359236,2.747092,0.580
105,461.35534,630.27,4.049993,11,6,4.190317,3.628988,0.622799,12,2.400392,2.927975,0.062
105,417.25512,630.28,3.854063,5,14,4.954475,4.423660,0.589995,13,2.282112,2.863437,0.325
105,265.21324,630.30,4.073352,2,24,5.152654,4.413548,0.394057,11,2.360876,2.864981,0.121
105,451.35168,630.39,3.726238,4,7,4.547566,4.153401,0.777890,11,2.002480,2.400811,0.071
105,495.37881,630.43,3.734640,3,8,4.607006,4.153401,0.678389,7,1.770770,2.528843,0.058
105,664.42652,630.44,4.498448,2,18,5.134299,4.571181,0.610794,2,2.768789,3.064482,0.095
105,221.18655,630.58,5.593618,4,37,5.682301,5.056427,0.368876,12,4.199412,4.860707,0.055
105,515.33027,630.63,3.733919,4,12,5.143944,4.682092,0.668881,12,1.717789,2.514004,0.081
105,708.50353,630.66,3.900094,5,4,3.971464,3.459131,0.804513,4,2.004812,2.560361,0.064
105,325.26955,630.72,4.872506,7,53,5.759670,5.070677,0.317119,10,3.028193,3.626101,0.302
105,605.33795,630.85,3.712650,15,7,4.517391,4.245950,0.719175,12,2.306129,2.645463,0.123
105,427.27022,630.94,4.017868,2,15,5.355987,4.781526,0.491658,5,2.197076,2.728217,0.020
105,427.33376,630.94,4.873902,4,58,5.710039,5.056427,0.324379,6,2.935229,3.604670,0.141
105,287.24585,630.96,4.137354,2,111,6.023363,4.913917,0.165578,3,2.473831,2.931478,0.004
105,621.26275,630.93,3.882980,5943,31,5.128204,4.606118,0.446331,9,2.259988,2.625451,0.060
105,163.14702,631.07,4.021603,8,68,5.837014,4.830758,0.241540,11,2.593895,2.896960,0.098
105,205.19267,631.09,4.165244,3,36,5.711894,4.595268,0.215103,10,2.825437,3.080828,0.104
105,623.2754,630.93,4.908914,5943,59,6.287828,5.986285,0.728393,14,3.058812,3.634557,0.088
105,449.31688,631.15,5.020361,12,45,5.674612,5.070677,0.377171,12,2.990583,3.788079,0.093
105,427.33683,631.16,5.076640,4,67,5.843389,5.070677,0.270816,11,3.014846,3.794853,0.042
105,239.19689,631.17,3.782329,4,21,5.079505,4.312237,0.428692,8,2.056361,2.332457,0.150
105,600.38552,631.20,4.327972,4,104,5.932967,4.830758,0.193659,12,2.878296,3.239850,0.445
105,411.28183,631.22,5.210319,10,93,5.888387,4.830758,0.207150,11,3.624762,4.060529,0.162
105,472.39373,631.22,3.972712,19,62,5.722386,4.762363,0.251717,12,1.859966,2.779619,0.060
105,441.20458,631.23,4.085291,3,14,4.782500,4.153401,0.507536,6,2.369086,3.131365,0.204
105,282.18452,631.46,3.965249,8489,63,5.841678,5.113313,0.375439,11,2.403374,2.642247,0.041
105,173.13144,631.31,4.020361,4,66,5.862081,5.070677,0.259407,11,2.585235,2.991778,0.021
105,652.60874,631.45,4.547405,4,14,4.722638,4.153401,0.519812,11,2.751244,3.453043,0.788
105,399.30779,631.46,3.878119,2,29,5.264632,4.385546,0.373455,2,2.212801,2.475775,0.103
105,223.14578,631.46,3.748963,4,29,5.602826,5.089165,0.473661,7,2.218267,2.543301,0.164
105,395.36094,631.46,4.886209,5,102,5.926667,4.830758,0.196488,11,3.502356,3.747628,0.083
105,409.33163,631.46,3.814314,4,70,5.727022,4.762363,0.249085,3,2.107035,2.515851,0.092
105,480.35782,631.47,3.744371,7,56,5.734103,5.056427,0.306894,5,1.879659,2.480945,0.045
105,391.27859,631.51,3.993127,8,58,5.731468,4.830758,0.307989,11,2.523036,2.792707,0.129
105,591.44341,631.59,4.865045,4,14,5.182531,4.809018,0.725026,15,3.015878,3.634455,0.048
105,236.19889,631.46,4.286007,7705,94,5.893621,4.830758,0.204668,6,2.825027,3.009462,0.142
105,434.35746,631.64,4.281942,13,73,5.897232,5.070677,0.239256,6,2.802026,2.985678,0.070
105,368.30981,631.46,4.256718,6749,70,5.875962,5.113313,0.346941,11,2.395078,2.675380,0.043
105,373.26868,631.65,3.787673,14,78,5.920558,5.070677,0.226745,11,2.404352,2.642339,0.017
105,181.09955,631.72,3.808481,2,71,5.818310,5.056427,0.252803,10,2.433287,2.665292,0.148
105,237.18201,631.75,5.130334,3,105,5.928443,4.830758,0.195686,11,3.600693,3.936573,0.458
105,593.29539,631.75,4.372544,8,7,4.565925,4.091497,0.776565,7,2.338574,3.131517,0.011
105,425.30013,631.79,4.173186,2,8,4.620791,4.305798,0.723235,6,3.255135,3.335117,0.135
105,686.4213,631.84,4.296226,7,54,5.718514,4.577306,0.199874,7,2.620814,3.205865,0.095
105,254.20942,631.86,3.781468,4,51,5.725705,4.595268,0.208370,8,2.162964,2.530405,0.458
105,678.35566,631.88,5.827111,7,63,5.879496,5.113313,0.344129,10,3.749554,4.634623,0.062
105,219.17145,631.89,5.459091,7,101,5.905909,4.830758,0.198958,11,3.996568,4.318548,0.125
105,351.28503,631.89,4.274389,8,71,5.900383,5.070677,0.237526,11,2.685540,3.037756,0.087
105,601.38993,631.95,4.123852,5,18,5.060039,4.490974,0.546216,16,2.280746,2.880324,0.077
105,561.39716,631.97,3.737272,7,7,4.649226,4.160748,0.769400,10,2.120651,2.590674,0.041
105,201.1612,631.99,5.143639,5,73,5.912264,5.070677,0.231116,10,3.709755,3.996723,0.067
105,406.32687,631.99,4.391464,5,73,5.890042,5.070677,0.243250,8,2.846972,3.164695,0.042
105,243.10018,631.99,3.814114,6,56,5.747268,4.595268,0.195233,5,2.588315,2.829656,0.470
105,399.31521,631.99,3.982226,2,14,4.706533,4.312237,0.564758,5,2.085799,2.560552,0.050
105,606.42897,631.99,3.945074,7,18,5.103025,4.541038,0.601922,11,2.516089,3.047232,0.092
105,510.37094,632.00,4.268812,7,29,5.303280,4.543590,0.487233,5,2.760056,3.257869,0.048
105,665.32783,632.01,4.871164,4,28,5.681845,5.047674,0.466261,7,3.110996,3.954219,0.167
105,664.45189,632.52,4.889190,8382,19,5.450602,5.070677,0.653463,9,2.592721,3.294872,0.025
105,445.28441,632.07,3.823344,3,4,4.316290,4.017622,0.951409,7,2.097309,2.676660,0.367
105,423.35423,632.11,4.110926,2,51,5.703798,4.593487,0.216480,9,2.425312,2.860370,0.036
105,177.1624,632.12,4.066326,6,98,5.917978,4.830758,0.200459,12,2.685233,2.956008,0.046
105,159.11552,632.13,4.480582,8,98,5.923031,4.830758,0.198140,11,3.064477,3.359198,0.109
105,683.37842,632.22,4.053846,4,12,4.754509,4.153401,0.541325,7,2.231687,3.049457,0.165
105,579.25432,632.25,3.721646,3,33,5.592600,4.593487,0.279651,10,2.103034,2.405343,0.177
105,441.33139,632.26,4.162863,5,54,5.797872,4.906309,0.248252,8,2.401532,3.029977,0.286
105,579.40642,632.32,3.835310,4,6,4.616325,4.160748,0.829953,18,1.807753,2.615935,0.039
105,506.37552,632.52,3.828982,6,18,5.118893,4.378584,0.427351,3,2.377367,2.731230,0.121
105,526.45823,632.52,4.200577,3,33,5.622610,4.830758,0.381998,4,2.701845,3.299624,0.028
105,680.47171,632.52,4.780389,3,70,5.841697,4.830758,0.230661,3,3.389822,3.866574,0.122
105,700.33674,632.52,4.971090,5,53,5.811258,5.113313,0.364420,9,2.946914,3.827381,0.065
105,697.45243,632.53,3.907143,4,14,5.302503,5.158712,0.838369,5,1.952601,2.627514,0.033
105,553.31017,632.69,4.079181,6,18,4.990167,4.541038,0.602759,16,2.302788,2.822172,0.025
105,485.30183,632.71,3.766710,2,5,4.088246,3.734146,0.770830,9,1.861888,2.573875,0.080
105,518.37599,632.78,4.207096,8,59,5.778330,4.577306,0.174157,8,2.423335,3.054551,0.078
105,468.36376,632.81,4.071882,10,22,5.253665,4.333052,0.310686,11,2.378794,3.102572,0.091
105,548.35273,632.92,4.739651,4,15,4.942382,4.541038,0.672866,12,2.975849,3.414382,0.113
105,522.37252,632.97,4.158965,5,54,5.742450,4.830758,0.289882,12,3.122640,3.308561,0.045
105,205.1921,633.04,4.086360,2,32,5.452638,5.056427,0.555585,3,2.568273,3.020271,0.074
105,495.33534,633.04,4.057666,6,18,5.099719,4.670038,0.554411,7,2.549280,3.102179,0.130
105,327.19299,633.05,3.805025,7,14,4.926725,4.541038,0.697566,9,2.104854,2.521431,0.041
105,533.34306,633.06,4.112270,5,29,5.975883,5.596526,0.739103,6,2.075839,2.849256,0.008
105,611.35613,633.22,5.279211,4,25,5.961621,5.596526,0.763778,10,3.142565,4.133647,0.040
105,591.328,633.27,3.726483,4,30,5.978650,5.596526,0.734410,18,1.300500,2.479453,0.085
105,457.35956,633.31,3.973451,4,15,5.058205,4.300653,0.425760,10,2.465204,3.122507,0.026
105,328.31757,633.38,3.903687,22,13,4.842329,4.271706,0.616260,11,2.504754,2.669225,0.005
105,700.43489,633.38,3.921790,7,11,4.977750,4.194760,0.461962,11,2.465921,2.984137,0.024
105,490.37921,633.41,3.918607,3,17,5.026140,4.152406,0.367403,11,2.545811,2.972336,0.029
105,233.22521,633.58,3.833530,9,12,4.834807,4.115486,0.494425,3,2.276700,2.623452,0.137
105,644.34463,633.61,5.151370,5,28,5.997940,5.596526,0.702503,4,3.330503,3.931236,0.711
105,347.19651,633.81,4.024075,2,7,4.444483,3.852740,0.572119,12,2.234666,2.931716,0.173
105,481.27144,633.93,3.772762,4,17,5.300897,4.655028,0.516235,6,2.156427,2.454149,0.104
105,269.24336,633.96,4.639686,10,13,4.676797,3.980967,0.494296,11,3.158859,3.434298,0.102
105,720.40183,634.00,4.267172,7,14,4.826145,4.308664,0.638239,14,2.773873,3.172796,0.215
105,273.25422,634.10,4.601734,10,33,5.804787,5.069059,0.400461,11,3.030079,3.327977,0.014
105,647.3189,634.14,4.165541,4,23,5.956314,5.596526,0.773168,5,2.452011,3.135470,0.285
105,415.24268,634.21,4.171434,4,11,4.729481,4.118813,0.515824,9,2.464268,3.247687,0.100
105,495.33757,634.26,4.031004,8,12,4.640790,3.964487,0.504582,7,2.871700,2.994092,0.042
105,297.15767,634.27,5.204663,9,38,5.993158,5.596526,0.710280,7,3.334130,4.163884,0.050
105,662.58165,634.29,3.918188,4,28,5.547527,4.830758,0.454093,6,2.274566,3.036055,0.048
105,299.23424,634.34,3.997430,14,16,4.812424,4.177464,0.447246,9,2.313748,2.747611,0.065
105,611.38684,634.38,3.702947,5,10,4.549015,4.040864,0.559684,12,2.286819,2.844394,0.099
105,469.33282,634.41,4.158664,10,9,4.371656,3.744504,0.530786,6,2.689045,2.949239,0.008
105,429.29165,634.44,4.535294,3,18,5.079423,4.376652,0.515790,13,2.917507,3.631473,0.039
105,497.35107,634.44,4.251151,3,5,4.553401,4.150295,0.903739,11,2.823432,3.397191,0.182
105,647.38128,634.45,3.940218,15,2,3.844351,3.650106,1.000000,4,2.155856,2.646726,0.119
105,481.3577,634.46,4.366236,10,16,5.114207,4.419244,0.534945,9,2.528905,3.167143,0.062
105,508.35856,634.51,3.980322,3,16,4.925103,4.152406,0.379299,9,2.403800,2.897244,0.057
105,285.21867,634.63,3.739572,5,14,4.644117,3.964487,0.446043,10,2.366476,2.810227,0.018
105,595.39108,634.63,4.126131,6,20,5.217009,4.670038,0.501195,9,2.767005,3.140467,0.028
105,440.33685,633.58,3.719083,7419,10,4.256951,3.418915,0.405663,4,1.904055,2.291436,0.062
105,762.41502,634.63,3.787319,7,12,5.007870,4.677670,0.786964,3,2.160148,2.580685,0.012
105,449.32685,634.64,3.789722,13,16,4.988035,4.376652,0.524754,8,1.805431,2.428890,0.019
105,403.29539,634.65,3.705607,4,24,5.626773,5.089165,0.457314,9,2.171949,2.450364,0.350
105,600.38371,634.71,4.082785,2,34,5.613352,4.577306,0.249564,7,2.507308,2.754672,0.067
105,590.43461,634.72,3.895920,2,17,5.062166,4.670038,0.604383,6,2.638914,2.847037,0.013
105,598.36855,634.82,4.961041,4,19,5.195302,4.670038,0.524159,9,3.430394,3.921420,0.042
105,303.22797,634.87,4.890253,8,23,5.144285,4.308664,0.364951,11,3.457068,3.930527,0.071
105,506.37684,634.87,4.142076,7,29,5.611547,4.830758,0.391854,9,2.722290,3.259210,0.081
105,712.33883,634.87,5.381837,4,23,5.427624,4.866520,0.556859,11,3.314931,4.094154,0.155
105,513.3461,634.92,3.944877,6,15,4.824611,4.289120,0.592333,12,2.584623,2.845836,0.042
105,429.3511,634.94,4.336059,11,31,5.795582,5.069059,0.409039,13,2.793653,3.137790,0.020
105,734.32068,634.98,5.117603,5,20,5.422223,4.866520,0.563827,9,3.086207,3.820266,0.140
105,529.34277,635.02,3.914766,6,9,4.285155,3.572403,0.515308,11,2.521868,2.793529,0.031
105,595.35655,635.46,4.390405,6,8,4.690157,4.298104,0.663847,3,2.789704,3.244712,0.186
105,431.26872,635.46,4.183270,3,13,4.810981,4.298104,0.590494,2,2.633483,2.906847,0.103
105,685.39226,635.51,4.329601,5,13,4.848699,4.311185,0.677777,9,2.428252,3.167294,0.177
105,584.4131,635.52,4.190051,3,30,5.754862,5.069059,0.449247,12,2.716904,3.136044,0.027
105,441.36553,635.53,4.555094,7,16,5.648593,5.349199,0.850943,10,2.761321,3.324743,0.007
105,449.27953,635.55,4.114611,3,12,4.771677,4.298104,0.570197,5,2.376582,2.894354,0.217
105,283.23979,635.69,3.716337,4,12,4.300102,3.538114,0.383925,3,1.942008,2.266295,0.122
105,476.3651,635.69,3.867055,2,18,5.056961,4.560776,0.613564,6,2.305037,2.578079,0.003
105,593.26757,635.69,5.864392,8,24,5.952607,5.634742,0.825707,11,4.100333,4.599911,0.057
105,459.33921,635.70,4.909556,18,17,5.446014,5.184782,0.778519,6,3.385778,3.643173,0.055
105,510.37076,635.87,4.357172,11,15,5.648852,5.349199,0.850436,13,2.672230,3.164966,0.018
105,481.32444,635.91,4.528274,5,19,5.651036,5.193258,0.801975,10,2.752603,3.248576,0.249
105,639.27591,635.93,4.309843,8,17,5.446014,5.184782,0.778519,11,2.162666,3.010276,0.139
105,603.3223,635.99,4.844477,3,14,5.124220,4.585475,0.677636,9,3.215730,3.686065,0.044
106,408.30566,636.07,4.089552,2,15,4.809503,4.356227,0.544632,7,2.476943,2.935702,0.118
106,235.16626,636.16,4.395850,4,27,5.438983,4.423660,0.279491,9,3.294809,3.639920,0.330
106,425.28049,636.22,4.273464,4,13,4.811634,4.306796,0.569283,8,2.946156,3.181382,0.178
106,686.42307,636.22,4.249443,3,7,4.565896,4.160763,0.791577,6,2.850870,3.220813,0.141
